Individual ID;Latitude (°);Longitude (°);Collection date;Herbarium/ Collector;Sample age class;Extraction method;Lib prep method;Sequencing platform and chemistry;SRA accession code;Spatial group assignment;Population assignmnent;reason if excluded from final analysis;note
S-14B;46,128348;5,375627;1918;S;Herbarium;This study;This study (BEST);HiSeqX PE150;ERR7412388, ERR7412389;diffuse;Europe (Mideast);;
S-4B;44,281654;4,753088;1890;S;Herbarium;This study;This study (BEST);HiSeqX PE150;ERR7412390, ERR7412391;FR Montpellier;Europe (Mideast);;
S-5;59,329323;18,068581;1897;S;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412384, ERR7412385;diffuse;Europe (West);;
S-6;52,335556;13,493056;1898;S;Herbarium;This study;This study (BEST);HiSeq4000 PE150;ERR7412450, ERR7412437;-;-;different species or hybrid;
S-7;58,79934;16,99825;1903;S;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412387, ERR7412386;diffuse;Europe (Mideast);;
S-8A;52,481276;13,838153;1908;S;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412394, ERR7412398;-;-;different species or hybrid;
S-8B;52,481276;13,838153;1908;S;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412444, ERR7412396;-;-;different species or hybrid;
S-8C;52,481276;13,838153;1908;S;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412402, ERR7412407;-;-;different species or hybrid;
S-9A;52,335556;13,493056;1913;S;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412406, ERR7412448;-;-;different species or hybrid;
STU-10;48,801314;9,218735;1934;STU;Herbarium;This study;This study (BEST);HiSeqX PE150;ERR7412438, ERR7412408;diffuse;Europe (Mideast);;
STU-2;48,274439;8,848329;1877;STU;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412400, ERR7412399;diffuse;Europe (East);;
STU-3;52,493193;13,74271;1897;STU;Herbarium;This study;This study (BEST);HiSeq4000 PE150;ERR7412474, ERR7412432;-;-;different species or hybrid;
STU-4;45,590313;4,318037;1907;STU;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412462;FR Lyon 1: St Galmier;Europe (Mideast);;
STU-5;52,481067;13,839527;1911;STU;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412430, ERR7412410;-;-;different species or hybrid;
TRH-1;55,245823;11,74636;1897;TRH;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412405;-;-;Sequencing depth (MAPQ 25) < 0.1;
TRH-2;63,30855;10,16731;1934;TRH;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412411;diffuse;Europe (Mideast);;
TRH-4;58,159912;8,018206;1937;TRH;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412409;-;-;different species or hybrid;
UPS-2;57,70887;11,97456;1926;UPS;Herbarium;This study;This study (BEST);HiSeqX PE150;ERR7412434, ERR7412435;diffuse;Europe (East);;
USNH-12;41,66786;-91,530933;1909;US;Herbarium;Martin et al., 2014;Sánchez Barreiro et al., 2017;HiSeq2500 80x1 bp;SRR4047214;-;-;Sequencing depth (MAPQ 25) < 0.1;
USNH-20;34,767366;-92,247791;1931;US;Herbarium;Martin et al., 2014;This study (BEST);NovaSeq PE100;ERR7412431, ERR7412433;-;-;possible sample mix-up;
USNH-23;42,030501;-93,625202;1904;US;Herbarium;Martin et al., 2014;Sánchez Barreiro et al., 2017;HiSeq2500 80x1 bp;SRR4047219;-;-;Sequencing depth (MAPQ 25) < 0.1;
USNH-26;26,834893;-81,093192;1930;US;Herbarium;Martin et al., 2014;This study (BEST);NovaSeq PE100;ERR7412441, ERR7412455;-;-;possible sample mix-up;
USNH-34;41,614056;-93,60775;1894;US;Herbarium;Martin et al., 2014;Sánchez Barreiro et al., 2017;MiSeq 150x1 bp;SRR4047221;-;-;Sequencing depth (MAPQ 25) < 0.1;
USNH-36;40,742393;-74,172192;1896;US;Herbarium;Martin et al., 2014;This study (BEST);NovaSeq PE100;ERR7412460, ERR7412468;-;-;possible sample mix-up;
USNH-37;42,030501;-93,625202;1896;US;Herbarium;Martin et al., 2014;Sánchez Barreiro et al., 2017;MiSeq 150x1 bp;SRR4047223;-;-;Sequencing depth (MAPQ 25) < 0.1;
USNH-38;42,030501;-93,625202;1896;US;Herbarium;Martin et al., 2014;Sánchez Barreiro et al., 2017;MiSeq 150x1 bp;SRR4047225;-;-;Sequencing depth (MAPQ 25) < 0.1;
USNH-39;42,030501;-93,625202;1896;US;Herbarium;Martin et al., 2014;Sánchez Barreiro et al., 2017;MiSeq 150x1 bp, HiSeq4000 150x2 bp;SRR4047228, ERR3597477;IA Ames;West;;
USNH-9;29,885989;-84,589291;1920;US;Herbarium;Martin et al., 2014;This study (BEST);NovaSeq PE100;ERR7412439;-;-;possible sample mix-up;
W-01;45,80722222;13,53416667;1939;W;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412442;diffuse;Europe (East);;
W-04;47,27138889;11,38638889;1883;W;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412461;-;-;related to HBG-43;
W-05;52,85;8,733333333;1889;W;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412445;diffuse;Europe (Mideast);;
W-09;47,27138889;11,38638889;1883;W;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412440;AU Innsbruck;Europe (Mideast);;
WU-08;38,895;-77,036667;1896;WU;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412447;diffuse;East;;
WU-09;42,775;-81,183333;1908;WU;Herbarium;This study;This study (BEST);NovaSeq PE100;ERR7412446;diffuse;Mideast;;
280808-1-10;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445133;Orsova, Romania;Europe (Mideast);;
280808-1-11;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445144;Orsova, Romania;Europe (Mideast);;
280808-1-12;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445115, ERR7445036;Orsova, Romania;Europe (Mideast);;
280808-1-16;44,72490;22,42060;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445482;Orsova, Romania;Europe (Mideast);;
280808-1-17;44,72490;22,42060;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445380;Orsova, Romania;Europe (Mideast);;
280808-1-18;44,72490;22,42060;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445024;-;-;Sequencing depth (MAPQ 25) < 0.1;
280808-1-24;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445129;Orsova, Romania;Europe (Mideast);;
280808-1-3;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445140;Orsova, Romania;Europe (Mideast);;
280808-1-5;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445117;Orsova, Romania;Europe (Mideast);;
280808-1-8;44,7249;22,4206;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE100;ERR7445134;Orsova, Romania;Europe (Mideast);;
A-2010-T1-1;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445199;AU Innsbruck;Europe;;
A-2010-T1-10;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445272;AU Innsbruck;Europe;;
A-2010-T1-2;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445574;AU Innsbruck;Europe;;
A-2010-T1-3;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445330;AU Innsbruck;Europe;;
A-2010-T1-4;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445580;AU Innsbruck;Europe;;
A-2010-T1-5;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445601;AU Innsbruck;Europe;;
A-2010-T1-6;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445349;AU Innsbruck;Europe;;
A-2010-T1-7;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445121;AU Innsbruck;Europe;;
A-2010-T1-8;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445311;AU Innsbruck;Europe;;
A-2010-T1-9;47,29309;11,04754;2010;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445274;AU Innsbruck;Europe;;
AA16-19;44,09456;-102,87050;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445552;diffuse;West;;
AA16-2;44,09456;-102,87050;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445215;diffuse;West;;
AA2-1;49,83778;-97,32931;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445189;diffuse;West;;
AA2-4;49,83778;-97,32931;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445154;diffuse;West;;
AA20-19;48,14689;-103,57172;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445475;diffuse;West;;
AA20-26;48,14689;-103,57172;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445430;diffuse;West;;
AA20-3;48,14689;-103,57172;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445214;diffuse;West;;
AA3-15;48,19453;-97,32856;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445217;diffuse;West;;
AA3-17;48,19453;-97,32856;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445249;diffuse;West;;
AA3-23;48,19453;-97,32856;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445439;diffuse;West;;
AA5-1;46,21708;-96,05019;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445491;diffuse;West;;
AA5-16;46,21708;-96,05019;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445288;diffuse;West;;
AA5-23;46,21708;-96,05019;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445467;diffuse;West;;
AA5-9A;46,21708;-96,05019;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445306;diffuse;West;;
AA7-11;44,73800;-95,41233;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445339;diffuse;West;;
AA7-12;44,73800;-95,41233;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445368;diffuse;West;;
AA7-24;44,73800;-95,41233;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445353;diffuse;West;;
AA7-27;44,73800;-95,41233;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445443;diffuse;West;;
AR-2019-1;33,841883;-93,77575;2009/2010;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7445383;diffuse;Mideast;;
AR-2019-2;33,841883;-93,77575;2009/2010;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7445379;diffuse;Mideast;;
AR-6;33,97552;-91,41343;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445351;diffuse;Mideast;;
AR-7;33,97552;-91,41343;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445361;diffuse;Mideast;;
B-1;44,90308;-0,53517;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7445587;FR Bordaux;Europe (Mideast);;
B-2;44,90308;-0,53517;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7445449;FR Bordaux;Europe (West);;
B-3;44,90308;-0,53517;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7445568;FR Bordaux;Europe (Mideast);;
B-4;44,90308;-0,53517;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7445618;FR Bordaux;Europe (West);;
B1-1;47,87951;18,15611;2014;SMARTER;modern;This study;This study (BEST);NovaSeq PE150;ERR7445405;diffuse;Europe;;Aba, Slovakia. Collected 10/2/2014. Seeds provided by SMARTER. Grown from seeds in TRH greenhouses.
B2-1;47,87951;18,15611;2014;SMARTER;modern;This study;This study (BEST);NovaSeq PE150;ERR7445510;diffuse;Europe;;Aba, Slovakia. Collected 10/2/2014. Seeds provided by SMARTER. Grown from seeds in TRH greenhouses.
B3-1;47,87951;18,15611;2014;SMARTER;modern;This study;This study (BEST);NovaSeq PE150;ERR7445424;diffuse;Europe;;Aba, Slovakia. Collected 10/2/2014. Seeds provided by SMARTER. Grown from seeds in TRH greenhouses.
BN-ON-5;45,00000;-77,70000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445798;-;-;related to BN-ON-6;
BN-ON-6;45,00000;-77,70000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7445918;diffuse;Mideast;;
Caluire-26;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445586;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-27;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445595;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-31;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445609;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-32;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445641;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-36;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445702;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-37;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445612;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-41;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445690;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-42;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445643;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-46;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445685;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
Caluire-47;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7445649;FR Lyon 2: Caluire;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Caluire, France.
CT-H-1;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445851;NY/NJ;East;;
CT-H-10;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445507;NY/NJ;East;;
CT-H-2;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445527;NY/NJ;East;;
CT-H-3;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445571;NY/NJ;East;;
CT-H-4;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445599;NY/NJ;East;;
CT-H-5;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445605;-;-;related to CT-H-4 ;
CT-H-6;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445588;NY/NJ;East;;
CT-H-7;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445539;NY/NJ;East;;
CT-H-8;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445563;NY/NJ;East;;
CT-H-9;41,28770;-73,76631;2009;Michael Martin;modern;Martin et al., 2014;This study (BEST);NovaSeq PE150;ERR7445598;NY/NJ;East;;
D-2017-4-10;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7446018;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-2;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7446048;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-3;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7446052;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-4;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445696;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-5;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445883;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-6;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445759;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-7;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445900;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
D-2017-4-9;52,82430;13,76905;2017;Gerhard Karrer;modern;This study;This study (BEST);NovaSeq PE150;ERR7445944;DE Berlin;Europe (East);;Collected by Gerhard Karrer. Eberswalde, Germany. 30 km NE of Berlin. Collected 28.7.2017.
EU2-01-12;46,03608;15,29614;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445630;diffuse;Europe (Mideast);;
EU2-02-1;47,13087;16,90308;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445722;diffuse;Europe;;
EU2-02-10;47,13087;16,90308;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451270, ERR7445700;diffuse;Europe;;
EU2-03-9C;47,32780;19,73070;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446032;diffuse;Europe (Mideast);;
EU2-04-11;47,87992;18,15447;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445676;diffuse;Europe;;
EU2-04-12;47,87992;18,15447;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445760;diffuse;Europe;;
EU2-05-18;45,46996;12,10920;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445672;diffuse;Europe (Mideast);;
EU2-05-23;45,46996;12,10920;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445823;diffuse;Europe (Mideast);;
EU2-05-25;45,46996;12,10920;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448827, ERR7445768;diffuse;Europe (Mideast);;
EU2-06-15D;45,57073;8,78546;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446171;diffuse;Europe (Mideast);;
EU2-06-18;45,57073;8,78546;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445725;diffuse;Europe (Mideast);;
EU2-08-13;45,93087;8,98377;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446122;diffuse;Europe (Mideast);;
EU2-08-21;45,93087;8,98377;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445996;diffuse;Europe (Mideast);;
EU2-08-4;45,93087;8,98377;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446626;diffuse;Europe (Mideast);;
Eu2-09-1;45,06541;7,59229;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446514;diffuse;Europe (West);;
EU2-09-10;45,06541;7,59229;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445820;diffuse;Europe (West);;
EU2-09-13;45,06541;7,59229;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7445744;diffuse;Europe (West);;
EU2-10-10;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI;ERR7451305;FR Montpellier;Europe (Mideast);;
EU2-10-11;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451254, ERR7445819;FR Montpellier;Europe (Mideast);;
EU2-10-12;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7451241, ERR7445891;FR Montpellier;Europe (Mideast);;
EU2-10-18;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448828, ERR7445989;FR Montpellier;Europe (Mideast);;
EU2-10-2;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448846, ERR7446012;FR Montpellier;Europe (Mideast);;
EU2-10-3;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI;ERR7448849;FR Montpellier;Europe (Mideast);;
EU2-10-4;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451306, ERR7459478;FR Montpellier;Europe (Mideast);;
EU2-10-5;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451323, ERR7446128;FR Montpellier;Europe (Mideast);;
EU2-10-7;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451219, ERR7445878;FR Montpellier;Europe (Mideast);;
EU2-10-9;43,93235;4,32049;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451257, ERR7446103;FR Montpellier;Europe (Mideast);;
EU2-12-13;46,66434;4,32780;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7445959;diffuse;Europe (Mideast);;
EU2-14-1;47,45560;5,21213;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446303;diffuse;Europe (Mideast);;
EU2-14-12;47,45560;5,21213;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446267;diffuse;Europe (Mideast);;
EU2-14-13;47,45560;5,21213;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448877, ERR7445939;diffuse;Europe (Mideast);;
EU2-16-1;46,16220;6,00940;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446143;diffuse;Europe (Mideast);;
EU2-16-12;46,16220;6,00940;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446240;diffuse;Europe (Mideast);;
EU2-16-13;46,16220;6,00940;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446153;diffuse;Europe (Mideast);;
EU2-17-1;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448842, ERR7446254;NL Appeldorn;Europe;;
EU2-17-10;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448838, ERR7446424;NL Appeldorn;Europe;;
EU2-17-11;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448883, ERR7448735;NL Appeldorn;Europe;;
EU2-17-2;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448845, ERR7446484;NL Appeldorn;Europe;;
EU2-17-3;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448841, ERR7446403;NL Appeldorn;Europe;;
EU2-17-5;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448851, ERR7446234;NL Appeldorn;Europe;;
EU2-17-6;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446431;NL Appeldorn;Europe;;
EU2-17-7;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448850, ERR7446300;NL Appeldorn;Europe;;
EU2-17-8;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448858, ERR7446151;NL Appeldorn;Europe;;
EU2-17-9;51,12003;5,84030;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448859, ERR7446146;NL Appeldorn;Europe;;
EU2-19-1;56,16811;15,89044;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446125;diffuse;Europe;;
EU2-19-2;56,16811;15,89044;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446159;diffuse;Europe (Mideast);;
EU2-19-7;56,16811;15,89044;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446130;-;-;Sequencing depth (MAPQ 25) < 0.1;
EU2-20-1;51,63281;14,18437;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446204;diffuse;Europe (East);;
EU2-20-10;51,63281;14,18437;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448869, ERR7446195;diffuse;Europe (East);;
