Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Locality,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR26417339,WGS,300,2390672700,PRJNA1029395,SAMN37867646,Invertebrate,not applicable,858447494,THE TECHNICAL UNIVERSITY OF DENMARK,Ane Timenes Laugen,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122608,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,69,not applicable,EKDL210007863-1a-AK19147-AK23730,PAIRED,RANDOM,GENOMIC,Bunnefjorden_Oslofjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,BUNN_16,SRP466968,Gills and muscle
SRR26417340,WGS,300,3260520300,PRJNA1029395,SAMN37868262,Invertebrate,not applicable,1186393625,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122607,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,686,not applicable,EKDL210007862-1a-AK16193-AK16194,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,TRAL_09,SRP466968,Gills and muscle
SRR26417341,WGS,300,741196800,PRJNA1029395,SAMN37868261,Invertebrate,not applicable,256467361,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122606,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,685,not applicable,EKDL210007862-1a-AK16177-AK16178,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TRAL_08,SRP466968,Gills and muscle
SRR26417342,WGS,300,3213624300,PRJNA1029395,SAMN37868260,Invertebrate,not applicable,1129542751,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122605,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,684,not applicable,EKDL210007862-1a-AK19047-AK19670,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,TRAL_07,SRP466968,Gills and muscle
SRR26417343,WGS,300,2795879100,PRJNA1029395,SAMN37868259,Invertebrate,not applicable,1005663779,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122604,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,683,not applicable,EKDL210007862-1a-AK18659-AK18841,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,TRAL_06,SRP466968,Gills and muscle
SRR26417344,WGS,300,3557955000,PRJNA1029395,SAMN37868258,Invertebrate,not applicable,1252925204,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122603,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,682,not applicable,EKDL210007862-1a-AK19012-AK18827,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TRAL_05,SRP466968,Gills and muscle
SRR26417345,WGS,300,4500190500,PRJNA1029395,SAMN37868257,Invertebrate,not applicable,1570160903,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122602,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,681,not applicable,EKDL210007862-1a-AK19275-AK18811,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,TRAL_04,SRP466968,Gills and muscle
SRR26417346,WGS,300,2663162100,PRJNA1029395,SAMN37868256,Invertebrate,not applicable,952806974,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122601,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,680,not applicable,EKDL210007862-1a-AK19000-AK19702,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,TRAL_03,SRP466968,Gills and muscle
SRR26417347,WGS,300,1715993400,PRJNA1029395,SAMN37868255,Invertebrate,not applicable,610539648,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122600,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,679,not applicable,EKDL210007862-1a-AK19283-AK18812,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TRAL_02,SRP466968,Gills and muscle
SRR26417348,WGS,300,2697771600,PRJNA1029395,SAMN37868254,Invertebrate,not applicable,970373824,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122599,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,678,not applicable,EKDL210007862-1a-AK18990-AK19689,PAIRED,RANDOM,GENOMIC,Tralee_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,TRAL_01,SRP466968,Gills and muscle
SRR26417349,WGS,300,1334305500,PRJNA1029395,SAMN37868253,Invertebrate,not applicable,463431446,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2021,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122598,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,677,not applicable,EKDL210009123-1a-AK19092-AK23692,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,TOLL_20,SRP466968,Gills and muscle
SRR26417350,WGS,300,4724007900,PRJNA1029395,SAMN37867645,Invertebrate,not applicable,1640038070,THE TECHNICAL UNIVERSITY OF DENMARK,Ane Timenes Laugen,2021,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122597,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,68,not applicable,EKDL210007863-1a-AK19103-AK23729,PAIRED,RANDOM,GENOMIC,Bunnefjorden_Oslofjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,BUNN_15,SRP466968,Gills and muscle
SRR26417351,WGS,300,2792167800,PRJNA1029395,SAMN37868252,Invertebrate,not applicable,1021848196,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2021,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122596,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,676,not applicable,EKDL210009123-1a-AK19152-AK23701,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,TOLL_19,SRP466968,Gills and muscle
SRR26417352,WGS,300,2771980500,PRJNA1029395,SAMN37868251,Invertebrate,not applicable,969325191,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2021,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122595,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,675,not applicable,EKDL210009123-1a-AK19057-AK23700,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,TOLL_18,SRP466968,Gills and muscle
SRR26417353,WGS,300,2753029200,PRJNA1029395,SAMN37868250,Invertebrate,not applicable,961644388,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122594,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,674,not applicable,EKDL210009123-1a-AK23698-AK23699,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TOLL_17,SRP466968,Gills and muscle
SRR26417354,WGS,300,1469982600,PRJNA1029395,SAMN37868249,Invertebrate,not applicable,535930011,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122593,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,673,not applicable,EKDL210009122-1a-AK31238-AK31239,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TOLL_16,SRP466968,Gills and muscle
SRR26417355,WGS,300,2478400800,PRJNA1029395,SAMN37868248,Invertebrate,not applicable,858624811,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122592,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,672,not applicable,EKDL210004790-1a-AK12629-AK16244,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,TOLL_15,SRP466968,Gills and muscle
SRR26417356,WGS,300,1295444100,PRJNA1029395,SAMN37868247,Invertebrate,not applicable,467642432,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122591,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,671,not applicable,EKDL210009122-1a-AK31113-AK31114,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,TOLL_14,SRP466968,Gills and muscle
SRR26417357,WGS,300,1605874800,PRJNA1029395,SAMN37868246,Invertebrate,not applicable,561740555,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122590,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,670,not applicable,EKDL210009122-1a-AK31123-AK31124,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TOLL_13,SRP466968,Gills and muscle
SRR26417358,WGS,300,1975717800,PRJNA1029395,SAMN37868245,Invertebrate,not applicable,678364576,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122589,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,669,not applicable,EKDL210005548-1a-AK11200-AK15590,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,TOLL_12,SRP466968,Gills and muscle
SRR26417359,WGS,300,1533961800,PRJNA1029395,SAMN37868244,Invertebrate,not applicable,541282671,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122588,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,668,not applicable,EKDL200012859-1a-AK11208-AK16233,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TOLL_11,SRP466968,Gills and muscle
SRR26417360,WGS,300,1979538600,PRJNA1029395,SAMN37868243,Invertebrate,not applicable,684115642,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122587,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,667,not applicable,EKDL200012859-1a-AK11168-AK16259,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TOLL_09,SRP466968,Gills and muscle
SRR26417361,WGS,300,1870856100,PRJNA1029395,SAMN37867631,Invertebrate,not applicable,666693408,THE TECHNICAL UNIVERSITY OF DENMARK,Ane Timenes Laugen,2021,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122586,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,54,not applicable,EKDL210009123-1a-AK19109-AK31194,PAIRED,RANDOM,GENOMIC,Bunnefjorden_Oslofjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,BUNN_01,SRP466968,Gills and muscle
SRR26417362,WGS,300,1208661300,PRJNA1029395,SAMN37868108,Invertebrate,not applicable,451339049,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122585,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,532,not applicable,EKDL210004789-1a-AK11603-AK16257,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,PONT_08,SRP466968,Gills and muscle
SRR26417363,WGS,300,2948597700,PRJNA1029395,SAMN37868107,Invertebrate,not applicable,1017998641,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122584,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,531,not applicable,EKDL210004788-1a-AK11528-AK14283,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,PONT_07,SRP466968,Gills and muscle
SRR26417364,WGS,300,1529072700,PRJNA1029395,SAMN37868106,Invertebrate,not applicable,525038838,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122583,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,530,not applicable,EKDL200012859-1a-AK11690-AK16231,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,PONT_06,SRP466968,Gills and muscle
SRR26417365,WGS,300,2159908500,PRJNA1029395,SAMN37868105,Invertebrate,not applicable,749595441,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122582,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,529,not applicable,EKDL210009123-1a-AK19126-AK23737,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,PONT_05,SRP466968,Gills and muscle
SRR26417366,WGS,300,2723648400,PRJNA1029395,SAMN37868104,Invertebrate,not applicable,971143663,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122581,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,528,not applicable,EKDL210009123-1a-AK19165-AK34206,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,PONT_04,SRP466968,Gills and muscle
SRR26417367,WGS,300,6144037200,PRJNA1029395,SAMN37868103,Invertebrate,not applicable,2126511095,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122580,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,527,not applicable,EKDL210004788-1a-AK7016-AK16255,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:34:00Z,1,PONT_03,SRP466968,Gills and muscle
SRR26417368,WGS,300,1035727500,PRJNA1029395,SAMN37868102,Invertebrate,not applicable,374106523,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122579,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,526,not applicable,EKDL210009123-1a-AK19083-AK31191,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,PONT_02,SRP466968,Gills and muscle
SRR26417369,WGS,300,1491520200,PRJNA1029395,SAMN37868101,Invertebrate,not applicable,519485144,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122578,Spain,Europe,Spain,not applicable,Illumina HiSeq 2500,525,not applicable,EKDL200012859-1a-AK11506-AK16290,PAIRED,RANDOM,GENOMIC,Pontedeume,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,PONT_01,SRP466968,Gills and muscle
SRR26417370,WGS,300,2582075100,PRJNA1029395,SAMN37868100,Invertebrate,not applicable,940961422,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122577,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,524,not applicable,EKDL210005548-1a-AK11476-AK16258,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,OSTR_20,SRP466968,Gills and muscle
SRR26417371,WGS,300,2628370800,PRJNA1029395,SAMN37868099,Invertebrate,not applicable,907078788,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122576,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,523,not applicable,EKDL210004789-1a-AK11608-AK2002,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_19,SRP466968,Gills and muscle
SRR26417372,WGS,300,1450116600,PRJNA1029395,SAMN37867630,Invertebrate,not applicable,503958828,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122575,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,53,not applicable,EKDL210009122-1a-AK31108-AK31109,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BOVA_20,SRP466968,Gills and muscle
SRR26417373,WGS,300,2943460500,PRJNA1029395,SAMN37868098,Invertebrate,not applicable,1036209675,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122574,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,522,not applicable,EKDL210009123-1a-AK23735-AK23736,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_18,SRP466968,Gills and muscle
SRR26417374,WGS,300,2102487000,PRJNA1029395,SAMN37868097,Invertebrate,not applicable,719702082,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122573,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,521,not applicable,EKDL210005548-1a-AK11667-AK16287,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,OSTR_17,SRP466968,Gills and muscle
SRR26417375,WGS,300,2086011900,PRJNA1029395,SAMN37868096,Invertebrate,not applicable,776954659,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122572,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,520,not applicable,EKDL210004789-1a-AK11377-AK16262,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_16,SRP466968,Gills and muscle
SRR26417376,WGS,300,3130264800,PRJNA1029395,SAMN37868095,Invertebrate,not applicable,1116857804,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122571,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,519,not applicable,EKDL210004790-1a-AK11476-AK16258,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_15,SRP466968,Gills and muscle
SRR26417377,WGS,300,2458062600,PRJNA1029395,SAMN37868094,Invertebrate,not applicable,882454427,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122570,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,518,not applicable,EKDL210009122-1a-AK19142-AK34060,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,OSTR_14,SRP466968,Gills and muscle
SRR26417378,WGS,300,2017968600,PRJNA1029395,SAMN37868093,Invertebrate,not applicable,742766338,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122569,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,517,not applicable,EKDL210009122-1a-AK31188-AK31189,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_13,SRP466968,Gills and muscle
SRR26417379,WGS,300,1927445100,PRJNA1029395,SAMN37868092,Invertebrate,not applicable,699260142,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122568,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,516,not applicable,EKDL210004789-1a-AK717-5UDI1548,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,OSTR_12,SRP466968,Gills and muscle
SRR26417380,WGS,300,1744262400,PRJNA1029395,SAMN37868091,Invertebrate,not applicable,601054693,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122567,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,515,not applicable,EKDL210004788-1a-AK11702-AK16286,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_11,SRP466968,Gills and muscle
SRR26417381,WGS,300,2206691100,PRJNA1029395,SAMN37868090,Invertebrate,not applicable,791815080,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122566,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,514,not applicable,EKDL210004789-1a-AK11479-AK16234,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,OSTR_10,SRP466968,Gills and muscle
SRR26417382,WGS,300,2992024500,PRJNA1029395,SAMN37868089,Invertebrate,not applicable,1083749352,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122565,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,513,not applicable,EKDL210007862-1a-AK19182-AK19692,PAIRED,RANDOM,GENOMIC,Ostrevigtjønn_Hauge_I_Dalane,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,OSTR_09,SRP466968,Gills and muscle
SRR26417383,WGS,300,1616465400,PRJNA1029395,SAMN37867629,Invertebrate,not applicable,563469647,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122564,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,52,not applicable,EKDL210009122-1a-AK31121-AK31122,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,BOVA_19,SRP466968,Gills and muscle
